"dyad","clip","conv","minu","raid","rsex","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","speaking","contribution","content","tsex","power","enunciated","chillness","presence","motherease","calmness","dominance","responsivity"
69,2,2,3,3,1,2,4,3,3,4,1,3,6,6,5,6,4,5,4,3,10,30,1,1,3.5,6,2.5,20,1,6,3,4.5
69,3,3,1,3,1,3,4,3,3,4,1,3,5,5,6,6,5,6,5,3,25,30,1,1,3.5,5,3,27.5,1,6,3,5.5
69,4,3,2,3,1,2,4,3,3,4,1,3,5,5,5,6,5,6,5,3,30,30,1,1,3.5,5,2.5,30,1,6,3,5.25
70,1,1,3,3,1,5,5,2,5,5,1,5,5,3,6,5,6,6,6,4,30,60,1,1,5,4,3.5,45,1,5,4,6
70,2,2,3,3,1,5,5,3,5,6,1,4,4,5,6,5,6,6,6,5,5,60,1,1,5,4.5,4,32.5,1,5,5,6
70,3,3,1,3,1,6,4,5,5,6,1,5,5,5,6,6,6,6,6,5,75,75,1,1,5,5,5.5,75,1,6,5,6
70,4,3,2,3,1,6,5,5,5,6,1,5,5,5,6,6,6,6,6,5,70,70,1,1,5.25,5,5.5,70,1,6,5,6
71,1,1,3,3,1,6,6,6,6,4,3,5,5,6,6,6,6,6,6,6,30,60,1,1,5.25,5.5,6,45,3,6,6,6
71,2,2,3,3,1,5,3,6,5,4,2,4,4,5,6,6,6,6,6,5,20,60,1,1,4,4.5,5.5,40,2,6,5,6
71,3,3,1,3,1,6,6,6,5,5,2,5,5,6,6,6,7,6,6,5,50,50,1,1,5.25,5.5,6,50,2,6,5,6.25
71,4,3,2,3,1,5,5,6,6,6,2,5,5,5,6,6,6,6,6,5,60,60,1,1,5.5,5,5.5,60,2,6,5,6
72,1,1,3,3,1,5,4,4,5,4,3,5,6,7,6,6,5,6,5,4,20,60,1,0,4.5,6.5,4.5,40,3,6,4,5.5
72,2,2,3,3,1,5,4,4,5,4,3,5,7,7,6,6,5,7,6,4,10,50,1,0,4.5,7,4.5,30,3,6,4,6
72,3,3,1,3,1,5,4,5,5,4,3,5,7,7,6,7,5,7,5,4,30,40,1,0,4.5,7,5,35,3,7,4,5.75
72,4,3,2,3,1,5,4,4,5,4,2,5,7,7,6,7,6,7,6,4,30,50,1,0,4.5,7,4.5,40,2,7,4,6.25
73,1,1,3,3,1,5,4,5,4,5,5,3,5,5,6,6,6,6,6,3,30,50,1,1,4,5,5,40,5,6,3,6
73,2,2,3,3,1,5,3,4,2,3,4,2,5,3,6,5,6,6,6,3,10,60,1,1,2.5,4,4.5,35,4,5,3,6
73,3,3,1,3,1,3,3,3,3,6,3,3,3,3,6,6,5,6,5,3,35,20,1,1,3.75,3,3,27.5,3,6,3,5.5
73,4,3,2,3,1,5,4,4,3,6,2,2,3,4,6,6,6,6,6,3,60,60,1,1,3.75,3.5,4.5,60,2,6,3,6
74,1,1,3,3,1,5,4,4,6,5,3,3,6,6,7,6,7,7,7,4,40,65,1,1,4.5,6,4.5,52.5,3,6,4,7
74,2,2,3,3,1,5,4,4,6,5,3,3,6,6,7,6,6,6,6,4,15,80,1,1,4.5,6,4.5,47.5,3,6,4,6.25
74,3,3,1,3,1,5,4,3,5,6,2,4,4,3,6,6,5,6,6,3,15,30,1,1,4.75,3.5,4,22.5,2,6,3,5.75
74,4,3,2,3,1,5,4,3,5,6,2,3,4,3,6,6,6,6,6,3,20,40,1,1,4.5,3.5,4,30,2,6,3,6
75,1,1,3,3,1,5,3,3,2,3,2,2,3,4,6,5,5,6,6,3,30,65,1,1,2.5,3.5,4,47.5,2,5,3,5.75
75,2,2,3,3,1,5,3,3,3,3,2,2,5,4,6,6,5,6,6,3,10,70,1,1,2.75,4.5,4,40,2,6,3,5.75
75,3,3,1,3,1,2,3,2,3,3,1,3,4,5,6,6,5,6,6,3,40,50,1,1,3,4.5,2,45,1,6,3,5.75
75,4,3,2,3,1,2,3,2,3,3,1,3,4,5,6,6,5,6,6,3,60,50,1,1,3,4.5,2,55,1,6,3,5.75
76,1,1,3,3,1,6,4,4,3,4,3,3,5,5,5,6,5,6,5,3,20,50,1,1,3.5,5,5,35,3,6,3,5.25
76,2,2,3,3,1,5,4,4,4,4,2,3,4,5,6,6,5,6,5,3,5,60,1,1,3.75,4.5,4.5,32.5,2,6,3,5.5
76,3,3,1,3,1,6,4,4,3,3,2,3,4,4,6,6,5,6,5,3,50,50,1,1,3.25,4,5,50,2,6,3,5.5
76,4,3,2,3,1,6,3,4,4,4,2,3,5,5,6,6,6,6,6,3,60,60,1,1,3.5,5,5,60,2,6,3,6
77,1,1,3,3,1,5,4,3,5,4,1,5,6,6,6,6,5,5,6,4,30,30,1,1,4.5,6,4,30,1,6,4,5.5
77,2,2,3,3,1,5,4,3,5,4,2,4,5,5,6,6,5,6,6,4,10,40,1,1,4.25,5,4,25,2,6,4,5.75
77,3,3,1,3,1,5,4,2,5,5,1,4,4,5,6,6,5,5,5,4,60,60,1,1,4.5,4.5,3.5,60,1,6,4,5.25
77,4,3,2,3,1,5,4,2,5,4,1,4,4,4,6,6,5,5,5,4,50,50,1,1,4.25,4,3.5,50,1,6,4,5.25
78,1,1,3,3,1,6,5,4,5,4,5,4,6,6,6,6,5,6,5,4,40,30,2,1,4.5,6,5,35,5,6,4,5.5
78,2,2,3,3,1,5,4,5,5,4,4,4,6,6,5,6,5,6,5,3,10,25,2,1,4.25,6,5,17.5,4,6,3,5.25
78,3,3,1,3,1,3,3,3,4,4,3,4,5,6,5,6,5,6,5,3,25,30,2,1,3.75,5.5,3,27.5,3,6,3,5.25
78,4,3,2,3,1,3,3,2,3,5,2,3,3,3,5,6,5,6,5,3,20,20,2,1,3.5,3,2.5,20,2,6,3,5.25
79,1,1,3,3,1,2,2,2,2,3,1,2,4,2,3,3,3,5,3,2,10,15,1,1,2.25,3,2,12.5,1,3,2,3.5
79,2,2,3,3,1,3,3,2,3,6,1,2,5,3,3,3,3,4,3,3,5,40,1,1,3.5,4,2.5,22.5,1,3,3,3.25
79,3,3,1,3,1,5,4,4,4,6,1,3,3,3,6,6,6,6,6,4,35,40,1,1,4.25,3,4.5,37.5,1,6,4,6
79,4,3,2,3,1,5,4,5,3,6,1,3,3,3,6,5,6,6,6,4,35,45,1,1,4,3,5,40,1,5,4,6
80,1,1,3,3,1,2,3,2,3,4,2,3,5,5,5,6,5,5,6,3,20,50,2,1,3.25,5,2,35,2,6,3,5.25
80,2,2,3,3,1,5,4,5,4,5,2,5,3,5,5,6,6,6,6,3,15,50,2,1,4.5,4,5,32.5,2,6,3,5.75
80,3,3,1,3,1,2,5,2,5,5,1,4,5,6,6,6,6,6,6,3,35,40,2,1,4.75,5.5,2,37.5,1,6,3,6
80,4,3,2,3,1,3,5,3,5,4,1,3,5,5,6,6,6,6,6,3,25,25,2,1,4.25,5,3,25,1,6,3,6
1,1,1,3,5,1,5,3,3,5,4,1,5,5,5,7,3,6,6,6,5,40,70,1,1,4.25,5,4,55,1,3,5,6.25
1,2,2,3,5,1,5,3,2,2,5,1,5,3,6,7,5,7,5,6,6,75,50,1,1,3.75,4.5,3.5,62.5,1,5,6,6.25
1,3,3,1,5,1,5,3,2,5,6,1,3,3,3,7,5,7,5,6,4,40,38,1,1,4.25,3,3.5,39,1,5,4,6.25
1,4,3,2,5,1,5,3,3,5,5,1,3,5,6,7,5,7,5,6,5,50,60,1,1,4,5.5,4,55,1,5,5,6.25
2,1,1,3,5,1,5,3,3,4,5,1,3,3,6,5,6,5,6,5,3,48,50,1,1,3.75,4.5,4,49,1,6,3,5.25
2,2,2,3,5,1,5,3,3,3,3,1,3,4,3,6,6,5,6,4,5,50,60,1,1,3,3.5,4,55,1,6,5,5.25
2,3,3,1,5,1,3,3,3,5,5,1,3,3,4,6,6,6,6,6,3,50,50,1,1,4,3.5,3,50,1,6,3,6
2,4,3,2,5,1,3,3,4,3,3,1,2,2,3,5,7,6,6,5,3,35,30,1,1,2.75,2.5,3.5,32.5,1,7,3,5.5
3,1,1,3,5,1,4,5,3,5,2,3,3,5,5,5,6,4,5,4,3,70,25,1,1,3.75,5,3.5,47.5,3,6,3,4.5
3,2,2,3,5,1,5,3,5,3,2,1,3,5,3,5,5,5,6,5,4,65,50,1,1,2.75,4,5,57.5,1,5,4,5.25
3,3,3,1,5,1,5,5,3,5,3,1,4,5,2,6,3,5,6,6,5,65,70,1,1,4.25,3.5,4,67.5,1,3,5,5.75
3,4,3,2,5,1,5,5,3,2,3,1,4,5,2,6,3,5,6,5,6,70,68,1,1,3.5,3.5,4,69,1,3,6,5.5
4,1,1,3,5,1,5,3,3,3,3,2,3,4,6,5,6,5,5,5,3,60,30,1,1,3,5,4,45,2,6,3,5
4,2,2,3,5,1,3,3,3,4,4,1,2,3,5,6,5,6,6,6,3,75,50,1,1,3.25,4,3,62.5,1,5,3,6
4,3,3,1,5,1,4,3,2,4,5,1,2,3,4,5,6,5,6,6,3,45,40,1,1,3.5,3.5,3,42.5,1,6,3,5.5
4,4,3,2,5,1,6,3,4,5,5,1,5,5,4,5,5,5,6,5,4,40,50,1,1,4.5,4.5,5,45,1,5,4,5.25
5,1,1,3,5,1,5,3,3,5,6,1,2,5,3,6,7,6,6,7,4,50,53,1,1,4,4,4,51.5,1,7,4,6.25
5,2,2,3,5,1,5,3,2,5,3,1,2,4,5,6,7,6,7,6,3,40,35,1,1,3.25,4.5,3.5,37.5,1,7,3,6.25
5,3,3,1,5,1,5,3,5,5,5,1,3,3,4,6,6,6,5,6,4,40,30,1,1,4,3.5,5,35,1,6,4,5.75
5,4,3,2,5,1,5,3,5,5,5,1,3,5,3,6,6,6,6,6,5,75,55,1,1,4,4,5,65,1,6,5,6
6,1,1,3,5,1,6,6,3,6,7,1,5,4,6,7,3,7,5,6,6,55,65,1,0,6,5,4.5,60,1,3,6,6.25
6,2,2,3,5,1,6,3,5,6,7,1,5,4,6,7,4,7,5,7,5,60,75,1,0,5.25,5,5.5,67.5,1,4,5,6.5
6,3,3,1,5,1,5,5,4,5,7,1,6,4,6,6,5,6,6,4,3,30,35,1,0,5.75,5,4.5,32.5,1,5,3,5.5
6,4,3,2,5,1,5,3,4,6,7,1,6,4,6,6,4,6,5,4,6,55,63,1,0,5.5,5,4.5,59,1,4,6,5.25
7,1,1,3,5,1,5,3,3,3,3,1,2,3,6,3,6,5,4,5,4,55,40,1,1,2.75,4.5,4,47.5,1,6,4,4.25
7,2,2,3,5,1,5,4,3,3,5,1,5,3,6,5,3,6,6,5,5,50,60,1,1,4.25,4.5,4,55,1,3,5,5.5
7,3,3,1,5,1,4,5,3,6,3,1,5,3,3,5,5,5,4,4,5,65,50,1,1,4.75,3,3.5,57.5,1,5,5,4.5
7,4,3,2,5,1,4,3,3,5,3,1,5,4,3,5,5,5,5,5,4,60,40,1,1,4,3.5,3.5,50,1,5,4,5
8,1,1,3,5,1,3,4,3,5,4,1,3,3,4,6,5,6,6,6,5,50,60,1,0,4,3.5,3,55,1,5,5,6
8,2,2,3,5,1,3,4,3,4,5,1,2,3,5,6,6,6,6,5,5,72,70,1,0,3.75,4,3,71,1,6,5,5.75
8,3,3,1,5,1,3,5,4,5,5,1,4,3,5,6,5,6,5,6,3,40,40,1,0,4.75,4,3.5,40,1,5,3,5.75
8,4,3,2,5,1,3,4,5,4,5,1,3,3,5,6,5,6,5,6,3,40,45,1,0,4,4,4,42.5,1,5,3,5.75
9,1,1,3,5,1,5,5,5,6,3,5,5,5,6,6,3,5,4,6,6,70,60,2,1,4.75,5.5,5,65,5,3,6,5.25
9,2,2,3,5,1,5,6,5,6,3,5,5,5,6,6,4,5,5,3,6,60,68,1,1,5,5.5,5,64,5,4,6,4.75
9,3,3,1,5,1,5,6,5,6,3,5,5,5,6,6,4,5,4,4,6,80,80,1,1,5,5.5,5,80,5,4,6,4.75
9,4,3,2,5,1,5,6,5,6,3,6,5,5,6,6,4,5,4,4,6,70,80,1,1,5,5.5,5,75,6,4,6,4.75
10,1,1,3,5,1,5,5,3,5,3,1,3,3,4,3,6,5,5,5,3,40,50,1,1,4,3.5,4,45,1,6,3,4.5
10,2,2,3,5,1,5,3,3,5,3,1,3,3,6,3,6,6,6,5,4,40,61,1,1,3.5,4.5,4,50.5,1,6,4,5
10,3,3,1,5,1,5,3,3,3,5,1,3,4,4,3,6,4,5,4,3,15,20,1,1,3.5,4,4,17.5,1,6,3,4
10,4,3,2,5,1,4,3,4,3,4,1,3,3,4,3,6,3,5,3,2,30,30,1,1,3.25,3.5,4,30,1,6,2,3.5
11,1,1,3,5,1,5,2,3,5,3,1,2,5,6,6,6,5,6,6,4,45,33,1,1,3,5.5,4,39,1,6,4,5.75
11,2,2,3,5,1,5,2,3,5,5,1,3,5,3,5,6,6,5,4,6,30,60,1,1,3.75,4,4,45,1,6,6,5
11,3,3,1,5,1,5,3,3,5,4,1,3,3,3,6,6,5,6,4,3,30,30,1,1,3.75,3,4,30,1,6,3,5.25
11,4,3,2,5,1,5,2,3,3,3,1,3,3,4,6,5,5,6,4,5,45,40,1,1,2.75,3.5,4,42.5,1,5,5,5.25
12,1,1,3,5,1,5,5,3,3,5,1,3,3,6,6,6,6,5,5,5,67,70,1,1,4,4.5,4,68.5,1,6,5,5.5
12,2,2,3,5,1,5,3,5,5,3,3,3,5,6,6,5,6,5,6,5,75,80,1,1,3.5,5.5,5,77.5,3,5,5,5.75
12,3,3,1,5,1,3,4,3,4,5,1,3,3,6,6,6,6,6,4,4,40,45,1,1,4,4.5,3,42.5,1,6,4,5.5
12,4,3,2,5,1,3,5,3,5,4,1,3,4,5,6,6,6,6,4,5,60,60,1,1,4.25,4.5,3,60,1,6,5,5.5
13,1,1,3,5,1,3,3,3,5,4,3,3,4,6,6,6,5,6,6,3,45,50,1,1,3.75,5,3,47.5,3,6,3,5.75
13,2,2,3,5,1,5,3,4,5,4,1,3,5,6,6,6,5,6,5,5,65,50,1,1,3.75,5.5,4.5,57.5,1,6,5,5.5
13,3,3,1,5,1,3,4,3,4,4,1,3,3,6,6,6,5,6,6,3,50,50,1,1,3.75,4.5,3,50,1,6,3,5.75
13,4,3,2,5,1,5,3,5,2,3,1,2,2,6,6,3,6,6,4,5,50,70,1,1,2.5,4,5,60,1,3,5,5.5
14,1,1,3,5,1,5,3,5,4,5,2,3,3,6,6,6,6,5,6,5,55,50,1,1,3.75,4.5,5,52.5,2,6,5,5.75
14,2,2,3,5,1,5,4,5,5,5,2,5,5,6,6,3,6,5,4,6,75,50,2,1,4.75,5.5,5,62.5,2,3,6,5.25
14,3,3,1,5,1,6,5,6,5,5,1,6,5,6,6,3,6,3,6,4,50,60,1,1,5.25,5.5,6,55,1,3,4,5.25
14,4,3,2,5,1,6,3,6,6,5,1,6,5,3,6,4,6,5,6,6,70,50,1,1,5,4,6,60,1,4,6,5.75
15,1,1,3,5,1,3,3,3,5,3,1,3,5,5,5,6,6,6,6,3,63,50,1,1,3.5,5,3,56.5,1,6,3,5.75
15,2,2,3,5,1,5,3,3,3,3,1,2,4,6,3,6,5,6,4,5,50,68,1,1,2.75,5,4,59,1,6,5,4.5
15,3,3,1,5,1,5,5,3,3,4,1,3,3,6,5,6,6,6,6,4,35,50,1,1,3.75,4.5,4,42.5,1,6,4,5.75
15,4,3,2,5,1,5,3,3,3,3,1,2,3,5,5,7,4,4,4,4,50,50,1,1,2.75,4,4,50,1,7,4,4.25
16,1,1,3,5,1,5,5,3,5,5,1,3,5,6,6,6,6,6,7,4,80,50,1,1,4.5,5.5,4,65,1,6,4,6.25
16,2,2,3,5,1,6,5,3,5,5,1,3,4,3,6,7,6,5,7,6,86,80,1,1,4.5,3.5,4.5,83,1,7,6,6
16,3,3,1,5,1,6,5,5,5,6,1,3,3,6,6,7,7,6,7,4,40,50,1,1,4.75,4.5,5.5,45,1,7,4,6.5
16,4,3,2,5,1,5,6,3,6,5,1,5,5,4,7,7,7,5,7,6,65,65,1,1,5.5,4.5,4,65,1,7,6,6.5
17,1,1,3,5,1,5,3,5,5,4,5,3,5,6,6,6,6,7,5,3,40,50,1,1,3.75,5.5,5,45,5,6,3,6
17,2,2,3,5,1,5,3,4,3,3,1,2,6,6,6,6,6,7,6,5,70,71,1,1,2.75,6,4.5,70.5,1,6,5,6.25
17,3,3,1,5,1,5,5,5,5,3,1,5,6,6,6,6,6,7,4,5,60,60,2,1,4.5,6,5,60,1,6,5,5.75
17,4,3,2,5,1,5,5,5,5,3,1,3,6,3,6,7,6,6,7,5,80,75,1,1,4,4.5,5,77.5,1,7,5,6.25
18,1,1,3,5,1,4,3,1,5,5,1,3,3,6,5,6,6,6,6,5,48,55,1,0,4,4.5,2.5,51.5,1,6,5,5.75
18,2,2,3,5,1,3,3,1,3,4,1,5,3,6,3,6,6,6,6,4,80,80,1,0,3.75,4.5,2,80,1,6,4,5.25
18,3,3,1,5,1,3,3,1,3,5,1,3,3,3,6,6,6,6,4,4,30,45,1,0,3.5,3,2,37.5,1,6,4,5.5
18,4,3,2,5,1,3,4,1,5,4,1,3,3,3,6,6,6,6,4,4,30,50,1,0,4,3,2,40,1,6,4,5.5
19,1,1,3,5,1,5,3,6,4,5,1,3,4,6,6,3,6,6,4,6,70,70,1,1,3.75,5,5.5,70,1,3,6,5.5
19,2,2,3,5,1,5,5,6,5,5,1,5,5,3,6,4,6,3,6,6,70,68,1,1,5,4,5.5,69,1,4,6,5.25
19,3,3,1,5,1,5,5,6,5,5,1,5,5,5,6,4,6,3,6,5,60,50,1,1,5,5,5.5,55,1,4,5,5.25
19,4,3,2,5,1,3,5,6,5,5,1,5,5,3,6,3,6,5,6,6,70,60,1,1,5,4,4.5,65,1,3,6,5.75
20,1,1,3,5,1,5,3,4,3,3,1,3,3,6,4,4,5,6,5,3,60,50,1,1,3,4.5,4.5,55,1,4,3,5
20,2,2,3,5,1,5,2,4,3,3,1,2,3,6,5,4,5,6,6,3,50,40,1,1,2.5,4.5,4.5,45,1,4,3,5.5
20,3,3,1,5,1,5,3,5,5,4,1,5,3,4,3,4,3,4,5,3,55,35,1,1,4.25,3.5,5,45,1,4,3,3.75
20,4,3,2,5,1,5,5,5,5,3,1,3,3,3,5,5,3,3,3,3,30,20,1,1,4,3,5,25,1,5,3,3.5
21,1,1,3,5,1,5,3,4,3,3,1,3,5,6,5,6,5,7,6,3,60,40,1,1,3,5.5,4.5,50,1,6,3,5.75
21,2,2,3,5,1,5,3,3,5,3,1,3,5,6,6,5,6,6,6,5,60,50,1,1,3.5,5.5,4,55,1,5,5,6
21,3,3,1,5,1,5,3,4,3,3,1,3,5,3,6,6,6,6,4,3,35,30,1,1,3,4,4.5,32.5,1,6,3,5.5
21,4,3,2,5,1,6,5,5,5,5,1,3,5,3,6,6,5,6,6,3,30,30,1,1,4.5,4,5.5,30,1,6,3,5.75
22,1,1,3,5,1,4,3,2,5,3,1,5,3,4,5,3,6,3,4,6,75,75,1,0,4,3.5,3,75,1,3,6,4.5
22,2,2,3,5,1,4,4,3,5,6,1,6,3,6,6,6,6,1,4,6,85,80,1,0,5.25,4.5,3.5,82.5,1,6,6,4.25
22,3,3,1,5,1,5,5,3,5,5,1,5,2,4,6,6,6,5,5,3,50,40,1,0,5,3,4,45,1,6,3,5.5
22,4,3,2,5,1,3,3,3,4,3,1,4,3,5,6,6,6,5,5,3,40,35,1,0,3.5,4,3,37.5,1,6,3,5.5
23,1,1,3,5,1,6,5,5,5,3,5,4,5,6,6,6,6,6,4,3,60,63,1,1,4.25,5.5,5.5,61.5,5,6,3,5.5
23,2,2,3,5,1,5,3,3,5,4,1,3,5,6,6,3,6,6,5,4,53,50,1,1,3.75,5.5,4,51.5,1,3,4,5.75
23,3,3,1,5,1,5,3,3,3,3,1,3,5,6,6,5,6,6,5,5,35,40,1,1,3,5.5,4,37.5,1,5,5,5.75
23,4,3,2,5,1,6,6,3,5,3,1,5,4,4,6,6,6,5,5,3,35,40,1,1,4.75,4,4.5,37.5,1,6,3,5.5
24,1,1,3,5,1,5,4,4,5,4,1,3,5,6,6,5,6,6,6,4,67,55,1,0,4,5.5,4.5,61,1,5,4,6
24,2,2,3,5,1,5,5,4,5,4,1,3,4,6,6,5,6,6,6,6,75,70,1,0,4.25,5,4.5,72.5,1,5,6,6
24,3,3,1,5,1,3,3,3,3,4,1,3,4,6,6,6,6,6,5,3,40,40,1,0,3.25,5,3,40,1,6,3,5.75
24,4,3,2,5,1,3,3,3,3,4,1,3,4,6,6,6,5,6,4,3,30,30,1,0,3.25,5,3,30,1,6,3,5.25
25,1,1,3,5,1,3,3,3,5,5,1,3,5,5,5,6,3,6,6,3,45,30,1,1,4,5,3,37.5,1,6,3,5
25,2,2,3,5,1,4,4,3,5,3,1,3,4,3,5,6,6,6,6,5,60,50,1,1,3.75,3.5,3.5,55,1,6,5,5.75
25,3,3,1,5,1,5,3,5,3,3,1,4,5,5,5,6,3,4,6,5,40,50,2,1,3.25,5,5,45,1,6,5,4.5
25,4,3,2,5,1,5,4,5,5,5,1,5,3,3,6,3,6,4,6,3,40,45,1,1,4.75,3,5,42.5,1,3,3,5.5
26,1,1,3,5,1,5,5,5,5,5,1,3,3,6,6,5,6,3,5,5,45,40,2,1,4.5,4.5,5,42.5,1,5,5,5
26,2,2,3,5,1,5,4,5,5,4,1,5,3,6,3,6,6,7,4,6,45,65,2,1,4.5,4.5,5,55,1,6,6,5
26,3,3,1,5,1,5,6,5,5,5,1,6,3,4,6,4,6,5,6,3,52,46,1,1,5.5,3.5,5,49,1,4,3,5.75
26,4,3,2,5,1,5,6,6,6,3,1,5,5,6,6,4,6,6,7,3,67,50,1,1,5,5.5,5.5,58.5,1,4,3,6.25
27,1,1,3,5,1,5,3,5,2,2,1,2,2,6,5,4,4,4,3,2,25,30,1,0,2.25,4,5,27.5,1,4,2,4
27,2,2,3,5,1,3,2,3,1,3,1,1,3,6,5,5,3,5,2,2,51,5,1,0,1.75,4.5,3,28,1,5,2,3.75
27,3,3,1,5,1,3,3,3,2,2,1,1,3,3,4,4,5,5,5,3,50,40,1,0,2,3,3,45,1,4,3,4.75
27,4,3,2,5,1,5,3,3,2,3,1,2,3,6,5,5,5,5,5,3,35,45,1,0,2.5,4.5,4,40,1,5,3,5
28,1,1,3,5,1,4,5,3,4,3,2,5,5,3,5,6,6,5,6,5,50,50,1,1,4.25,4,3.5,50,2,6,5,5.5
28,2,2,3,5,1,5,4,3,4,4,1,5,3,3,6,6,6,5,4,6,77,65,1,1,4.25,3,4,71,1,6,6,5.25
28,3,3,1,5,1,3,5,3,3,4,1,3,4,4,6,5,6,6,4,3,25,25,1,1,3.75,4,3,25,1,5,3,5.5
28,4,3,2,5,1,5,5,3,5,4,1,3,5,6,5,5,6,5,6,3,35,30,1,1,4.25,5.5,4,32.5,1,5,3,5.5
29,1,1,3,5,1,5,3,1,4,3,1,3,3,6,3,6,5,6,6,3,40,39,1,1,3.25,4.5,3,39.5,1,6,3,5
29,2,2,3,5,1,4,3,1,2,3,1,2,3,6,3,7,5,6,5,2,35,30,1,1,2.5,4.5,2.5,32.5,1,7,2,4.75
29,3,3,1,5,1,5,3,1,5,6,1,5,5,3,6,6,6,5,6,5,70,55,1,1,4.75,4,3,62.5,1,6,5,5.75
29,4,3,2,5,1,5,6,2,6,3,1,5,3,4,6,6,6,5,6,5,65,50,1,1,5,3.5,3.5,57.5,1,6,5,5.75
30,1,1,3,5,1,5,3,3,3,3,3,3,3,6,6,5,7,6,7,4,50,60,1,0,3,4.5,4,55,3,5,4,6.5
30,2,2,3,5,1,5,3,3,4,4,1,3,5,6,6,6,7,6,7,6,70,50,1,0,3.5,5.5,4,60,1,6,6,6.5
30,3,3,1,5,1,5,5,4,5,5,1,3,4,3,6,6,7,6,7,4,40,35,1,0,4.5,3.5,4.5,37.5,1,6,4,6.5
30,4,3,2,5,1,5,4,3,3,4,1,3,4,4,6,5,7,6,7,3,40,50,1,0,3.5,4,4,45,1,5,3,6.5
31,1,1,3,5,1,3,1,4,1,3,1,1,1,2,2,4,1,3,3,1,30,13,2,1,1.5,1.5,3.5,21.5,1,4,1,2.25
31,2,2,3,5,1,4,1,4,4,4,2,6,3,3,2,5,2,2,5,2,25,30,1,1,3.75,3,4,27.5,2,5,2,2.75
31,3,3,1,5,1,1,1,4,1,3,1,1,1,1,1,6,3,3,4,2,80,40,1,1,1.5,1,2.5,60,1,6,2,2.75
31,4,3,2,5,1,1,1,4,3,1,1,1,1,3,1,6,1,3,5,1,50,25,1,1,1.5,2,2.5,37.5,1,6,1,2.5
32,1,1,3,5,1,5,3,6,4,5,1,5,5,6,6,3,6,6,6,3,39,50,1,1,4.25,5.5,5.5,44.5,1,3,3,6
32,2,2,3,5,1,5,5,5,5,5,1,3,3,3,6,3,6,7,5,3,55,45,1,1,4.5,3,5,50,1,3,3,6
32,3,3,1,5,1,6,5,5,5,5,1,5,3,3,7,3,6,6,6,4,30,30,1,1,5,3,5.5,30,1,3,4,6.25
32,4,3,2,5,1,6,5,5,5,5,1,5,3,3,6,4,6,6,6,3,50,40,1,1,5,3,5.5,45,1,4,3,6
33,1,1,3,5,1,5,3,3,4,4,5,3,5,6,5,6,6,6,5,4,66,50,1,1,3.5,5.5,4,58,5,6,4,5.5
33,2,2,3,5,1,5,3,3,5,3,5,3,5,6,5,6,6,6,5,6,60,85,1,1,3.5,5.5,4,72.5,5,6,6,5.5
33,3,3,1,5,1,5,5,3,5,5,1,5,5,3,6,6,6,6,5,4,56,50,1,1,5,4,4,53,1,6,4,5.75
33,4,3,2,5,1,5,3,3,3,5,1,5,4,3,6,6,7,6,6,4,65,50,1,1,4,3.5,4,57.5,1,6,4,6.25
34,1,1,3,5,1,5,6,3,6,5,1,3,5,6,6,4,6,6,6,6,50,65,1,1,5,5.5,4,57.5,1,4,6,6
34,2,2,3,5,1,5,3,4,6,5,2,5,5,6,6,6,6,6,4,6,80,75,1,1,4.75,5.5,4.5,77.5,2,6,6,5.5
34,3,3,1,5,1,3,5,3,5,5,1,5,3,5,6,5,6,6,6,5,60,50,1,1,5,4,3,55,1,5,5,6
34,4,3,2,5,1,3,4,3,5,5,1,3,4,4,6,6,6,6,4,4,30,45,1,1,4.25,4,3,37.5,1,6,4,5.5
35,1,1,3,5,1,6,4,3,5,4,1,3,5,6,6,3,6,6,6,3,65,50,1,0,4,5.5,4.5,57.5,1,3,3,6
