"dyad","clip","conv","minu","raid","rsex","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","speaking","contribution","content","tsex","power","enunciated","chillness","presence","motherease","calmness","dominance","responsivity"
35,2,2,3,5,1,5,5,3,5,4,1,3,5,6,6,5,6,6,6,5,78,55,1,0,4.25,5.5,4,66.5,1,5,5,6
35,3,3,1,5,1,5,5,3,5,4,1,3,5,4,6,6,6,6,6,6,65,65,1,0,4.25,4.5,4,65,1,6,6,6
35,4,3,2,5,1,5,5,3,5,4,1,3,5,6,6,6,6,6,6,5,60,50,1,0,4.25,5.5,4,55,1,6,5,6
36,1,1,3,5,1,5,5,5,5,3,1,3,5,6,6,6,6,6,6,3,60,40,1,1,4,5.5,5,50,1,6,3,6
36,2,2,3,5,1,5,3,4,3,3,1,5,5,6,6,4,6,6,6,3,60,50,1,1,3.5,5.5,4.5,55,1,4,3,6
36,3,3,1,5,1,5,3,5,3,3,1,3,4,3,5,5,5,6,5,3,30,35,1,1,3,3.5,5,32.5,1,5,3,5.25
36,4,3,2,5,1,5,5,5,5,4,1,4,4,3,6,6,6,6,5,3,50,40,1,1,4.5,3.5,5,45,1,6,3,5.75
37,1,1,3,5,1,5,5,3,5,3,5,6,5,3,6,3,7,3,6,5,70,50,1,1,4.75,4,4,60,5,3,5,5.5
37,2,2,3,5,1,6,5,3,6,6,4,6,5,6,4,4,7,3,4,6,85,52,1,1,5.75,5.5,4.5,68.5,4,4,6,4.5
37,3,3,1,5,1,5,5,5,3,3,4,3,3,4,7,4,7,5,7,3,40,31,1,1,3.5,3.5,5,35.5,4,4,3,6.5
37,4,3,2,5,1,7,5,5,3,3,4,5,4,3,6,6,7,6,6,3,50,50,1,1,4,3.5,6,50,4,6,3,6.25
38,1,1,3,5,1,5,5,4,3,5,1,5,3,5,6,4,6,6,5,4,45,50,1,0,4.5,4,4.5,47.5,1,4,4,5.75
38,2,2,3,5,1,5,3,3,3,4,1,3,3,6,5,3,5,6,5,3,65,50,1,0,3.25,4.5,4,57.5,1,3,3,5.25
38,3,3,1,5,1,5,3,5,5,5,1,3,4,3,6,4,6,5,5,5,60,60,1,0,4,3.5,5,60,1,4,5,5.5
38,4,3,2,5,1,4,3,4,3,3,1,3,4,3,6,6,6,5,4,6,60,55,1,0,3,3.5,4,57.5,1,6,6,5.25
39,1,1,3,5,1,3,3,3,2,3,1,2,5,6,3,5,3,3,5,2,40,18,2,1,2.5,5.5,3,29,1,5,2,3.5
39,2,2,3,5,1,4,4,5,3,3,1,3,4,6,3,5,3,6,6,3,60,30,1,1,3.25,5,4.5,45,1,5,3,4.5
39,3,3,1,5,1,4,3,4,3,3,1,3,5,6,5,5,5,6,4,3,25,30,1,1,3,5.5,4,27.5,1,5,3,5
39,4,3,2,5,1,5,5,5,6,4,1,4,5,4,6,5,6,5,6,5,50,55,1,1,4.75,4.5,5,52.5,1,5,5,5.75
40,1,1,3,5,1,3,2,5,5,4,1,3,3,6,5,3,6,6,6,2,43,52,1,1,3.5,4.5,4,47.5,1,3,2,5.75
40,2,2,3,5,1,3,2,5,5,3,1,3,3,4,4,3,6,7,5,4,50,53,1,1,3.25,3.5,4,51.5,1,3,4,5.5
40,3,3,1,5,1,3,3,3,3,5,1,3,2,3,4,3,5,6,4,2,15,15,1,1,3.5,2.5,3,15,1,3,2,4.75
40,4,3,2,5,1,3,5,4,5,5,1,3,4,3,5,6,5,6,6,5,70,59,1,1,4.5,3.5,3.5,64.5,1,6,5,5.5
41,1,1,3,5,1,4,3,2,5,4,1,4,5,6,6,6,7,5,7,5,65,50,1,1,4,5.5,3,57.5,1,6,5,6.25
41,2,2,3,5,1,6,3,2,5,4,4,3,3,6,6,3,6,6,4,6,70,83,1,1,3.75,4.5,4,76.5,4,3,6,5.5
41,3,3,1,5,1,5,3,2,3,3,1,3,3,4,6,6,6,6,4,6,35,60,1,1,3,3.5,3.5,47.5,1,6,6,5.5
41,4,3,2,5,1,5,5,2,5,5,1,3,4,3,6,6,5,6,6,5,40,50,1,1,4.5,3.5,3.5,45,1,6,5,5.75
42,1,1,3,5,1,3,4,1,5,5,1,3,3,6,3,4,5,5,6,4,45,40,1,0,4.25,4.5,2,42.5,1,4,4,4.75
42,2,2,3,5,1,2,4,1,5,5,1,3,2,4,5,3,5,6,6,4,45,60,1,0,4.25,3,1.5,52.5,1,3,4,5.5
42,3,3,1,5,1,4,5,1,5,3,1,5,2,3,5,4,6,6,5,3,60,40,1,0,4.5,2.5,2.5,50,1,4,3,5.5
42,4,3,2,5,1,3,4,1,5,5,1,5,1,3,5,6,6,6,5,5,65,65,1,0,4.75,2,2,65,1,6,5,5.5
43,1,1,3,5,1,5,5,3,5,4,1,3,3,3,6,6,6,6,7,2,65,34,1,1,4.25,3,4,49.5,1,6,2,6.25
43,2,2,3,5,1,5,3,5,3,5,1,4,3,3,6,7,6,5,6,4,57,75,1,1,3.75,3,5,66,1,7,4,5.75
43,3,3,1,5,1,5,5,5,4,4,1,4,5,6,7,6,7,6,5,3,40,48,1,1,4.25,5.5,5,44,1,6,3,6.25
43,4,3,2,5,1,6,5,3,5,4,1,5,5,6,6,7,7,5,6,3,30,45,1,1,4.75,5.5,4.5,37.5,1,7,3,6
44,1,1,3,5,1,5,3,5,3,5,1,3,3,6,6,4,6,4,4,6,55,70,1,0,3.5,4.5,5,62.5,1,4,6,5
44,2,2,3,5,1,5,3,4,5,4,1,3,3,6,6,3,6,5,4,5,75,77,1,0,3.75,4.5,4.5,76,1,3,5,5.25
44,3,3,1,5,1,5,4,5,5,4,1,3,3,3,6,3,6,6,6,3,55,45,1,0,4,3,5,50,1,3,3,6
44,4,3,2,5,1,6,4,5,3,3,1,3,3,5,3,4,5,6,3,3,35,50,1,0,3.25,4,5.5,42.5,1,4,3,4.25
45,1,1,3,5,1,5,3,3,4,3,5,2,4,3,7,6,6,6,6,3,51,50,1,1,3,3.5,4,50.5,5,6,3,6.25
45,2,2,3,5,1,4,3,4,3,3,1,3,3,5,5,6,6,6,7,4,50,85,1,1,3,4,4,67.5,1,6,4,6
45,3,3,1,5,1,6,5,3,5,5,1,5,3,3,7,6,7,5,6,4,50,50,1,1,5,3,4.5,50,1,6,4,6.25
45,4,3,2,5,1,5,3,4,3,5,1,3,3,3,5,5,5,5,5,6,70,75,1,1,3.5,3,4.5,72.5,1,5,6,5
46,1,1,3,5,1,5,3,4,3,4,1,3,4,6,5,6,6,7,6,5,50,30,1,1,3.25,5,4.5,40,1,6,5,6
46,2,2,3,5,1,3,3,5,3,3,1,2,5,7,5,5,6,6,7,3,60,80,1,1,2.75,6,4,70,1,5,3,6
46,3,3,1,5,1,3,3,2,5,3,1,3,3,3,7,6,7,6,6,4,40,60,1,1,3.5,3,2.5,50,1,6,4,6.5
46,4,3,2,5,1,5,5,3,3,3,1,5,3,3,7,6,7,7,6,4,40,40,1,1,4,3,4,40,1,6,4,6.75
47,1,1,3,5,1,6,3,5,5,3,4,3,3,5,7,5,7,6,6,3,70,31,1,1,3.5,4,5.5,50.5,4,5,3,6.5
47,2,2,3,5,1,5,3,4,3,4,1,3,3,3,5,6,7,7,7,5,85,50,1,1,3.25,3,4.5,67.5,1,6,5,6.5
47,3,3,1,5,1,5,5,3,5,4,1,5,3,4,7,7,7,7,7,4,40,60,1,1,4.75,3.5,4,50,1,7,4,7
47,4,3,2,5,1,5,3,5,3,5,1,3,3,3,3,7,6,6,6,3,49,50,1,1,3.5,3,5,49.5,1,7,3,5.25
48,1,1,3,5,1,6,3,6,5,3,1,5,5,3,6,5,7,5,3,5,59,51,1,1,4,4,6,55,1,5,5,5.25
48,2,2,3,5,1,5,3,5,3,2,3,3,5,5,6,6,6,4,6,4,60,90,1,1,2.75,5,5,75,3,6,4,5.5
48,3,3,1,5,1,5,3,4,3,2,1,2,3,3,3,6,5,4,5,3,40,25,1,1,2.5,3,4.5,32.5,1,6,3,4.25
48,4,3,2,5,1,3,3,3,3,3,1,3,3,3,4,5,5,5,4,3,35,25,1,1,3,3,3,30,1,5,3,4.5
49,1,1,3,5,1,5,3,5,5,3,1,3,4,6,6,6,6,6,6,5,50,50,1,0,3.5,5,5,50,1,6,5,6
49,2,2,3,5,1,5,4,6,5,5,1,3,5,5,6,6,6,6,6,5,68,68,1,0,4.25,5,5.5,68,1,6,5,6
49,3,3,1,5,1,3,3,5,5,3,1,3,4,5,6,6,6,6,6,3,30,50,1,0,3.5,4.5,4,40,1,6,3,6
49,4,3,2,5,1,5,3,6,5,4,1,3,3,6,6,6,6,6,6,5,55,50,1,0,3.75,4.5,5.5,52.5,1,6,5,6
50,1,1,3,5,1,5,4,5,3,4,1,5,3,6,5,3,6,5,3,4,38,50,1,0,4,4.5,5,44,1,3,4,4.75
50,2,2,3,5,1,5,3,5,3,5,1,5,3,6,6,3,6,4,3,6,60,50,2,0,4,4.5,5,55,1,3,6,4.75
50,3,3,1,5,1,5,3,5,3,3,1,3,2,3,6,6,5,6,5,5,66,50,1,0,3,2.5,5,58,1,6,5,5.5
50,4,3,2,5,1,3,2,5,3,3,1,3,2,6,3,5,3,6,4,3,40,50,1,0,2.75,4,4,45,1,5,3,4
51,1,1,3,5,1,5,3,6,5,5,1,3,3,5,5,7,7,7,7,6,50,60,1,1,4,4,5.5,55,1,7,6,6.5
51,2,2,3,5,1,6,3,5,3,3,1,4,3,5,7,6,7,7,6,5,65,50,2,1,3.25,4,5.5,57.5,1,6,5,6.75
51,3,3,1,5,1,5,5,6,5,3,1,3,4,3,7,7,7,7,6,4,40,60,2,1,4,3.5,5.5,50,1,7,4,6.75
51,4,3,2,5,1,5,5,6,5,5,1,5,5,6,7,6,7,5,7,6,50,45,1,1,5,5.5,5.5,47.5,1,6,6,6.5
52,1,1,3,5,1,5,3,3,6,6,1,3,3,3,7,7,7,5,5,6,60,90,1,1,4.5,3,4,75,1,7,6,6
52,2,2,3,5,1,5,2,3,3,3,1,5,3,3,5,7,7,5,4,6,55,90,1,1,3.25,3,4,72.5,1,7,6,5.25
52,3,3,1,5,1,5,4,3,5,3,1,3,3,3,6,7,7,6,7,4,40,40,1,1,3.75,3,4,40,1,7,4,6.5
52,4,3,2,5,1,5,3,3,3,3,1,2,2,3,5,4,6,6,4,5,50,63,1,1,2.75,2.5,4,56.5,1,4,5,5.25
53,1,1,3,5,1,5,3,5,3,3,2,2,4,3,6,3,6,7,6,6,50,70,1,1,2.75,3.5,5,60,2,3,6,6.25
53,2,2,3,5,1,4,3,6,3,3,1,3,5,6,6,6,7,7,7,6,60,50,1,1,3,5.5,5,55,1,6,6,6.75
53,3,3,1,5,1,5,3,5,4,5,1,5,4,6,7,6,7,6,7,4,50,40,1,1,4.25,5,5,45,1,6,4,6.75
53,4,3,2,5,1,5,3,4,5,6,1,5,4,3,6,6,7,6,6,4,50,40,1,1,4.75,3.5,4.5,45,1,6,4,6.25
54,1,1,3,5,1,6,4,3,5,3,1,3,4,6,6,6,6,6,5,3,30,50,1,0,3.75,5,4.5,40,1,6,3,5.75
54,2,2,3,5,1,5,4,3,5,3,1,3,3,6,6,5,6,5,4,6,70,55,1,0,3.75,4.5,4,62.5,1,5,6,5.25
54,3,3,1,5,1,4,4,3,3,1,5,3,3,3,6,5,6,5,5,4,40,50,1,0,2.75,3,3.5,45,5,5,4,5.5
54,4,3,2,5,1,5,3,3,3,3,1,5,3,4,5,3,5,6,4,5,65,60,1,0,3.5,3.5,4,62.5,1,3,5,5
55,1,1,3,5,1,5,3,2,3,3,1,3,3,6,3,3,5,4,2,3,66,50,1,0,3,4.5,3.5,58,1,3,3,3.5
55,2,2,3,5,1,3,4,3,5,2,1,4,3,3,6,3,6,3,4,6,75,75,1,0,3.75,3,3,75,1,3,6,4.75
55,3,3,1,5,1,4,4,3,3,3,1,3,3,5,3,5,5,5,4,4,36,35,1,0,3.25,4,3.5,35.5,1,5,4,4.25
55,4,3,2,5,1,5,5,3,3,3,1,3,3,3,3,5,5,5,4,4,40,30,1,0,3.5,3,4,35,1,5,4,4.25
56,1,1,3,5,1,5,3,4,5,4,1,3,4,3,6,6,6,6,6,6,60,50,1,0,3.75,3.5,4.5,55,1,6,6,6
56,2,2,3,5,1,5,3,3,5,4,1,3,3,6,6,6,5,6,7,4,45,60,1,0,3.75,4.5,4,52.5,1,6,4,6
56,3,3,1,5,1,5,3,3,5,3,1,3,4,3,6,6,6,6,5,4,30,40,1,0,3.5,3.5,4,35,1,6,4,5.75
56,4,3,2,5,1,5,3,3,4,4,1,3,3,6,6,6,6,6,6,5,50,55,1,0,3.5,4.5,4,52.5,1,6,5,6
57,1,1,3,5,1,5,4,4,3,3,3,3,5,6,6,5,6,7,6,5,50,75,1,1,3.25,5.5,4.5,62.5,3,5,5,6.25
57,2,2,3,5,1,5,5,4,3,3,2,4,5,6,6,6,6,6,6,6,60,75,1,1,3.75,5.5,4.5,67.5,2,6,6,6
57,3,3,1,5,1,5,4,4,4,3,1,1,4,3,6,6,6,6,4,3,35,45,1,1,3,3.5,4.5,40,1,6,3,5.5
57,4,3,2,5,1,6,4,4,3,3,1,2,5,6,6,6,6,6,4,6,40,45,1,1,3,5.5,5,42.5,1,6,6,5.5
58,1,1,3,5,1,3,5,3,5,3,1,5,3,3,5,3,3,3,3,4,50,35,1,1,4.5,3,3,42.5,1,3,4,3.5
58,2,2,3,5,1,3,2,3,5,3,1,5,4,5,6,6,4,5,6,5,60,67,1,1,3.75,4.5,3,63.5,1,6,5,5.25
58,3,3,1,5,1,3,3,3,3,2,1,2,3,4,5,6,5,6,6,3,30,44,1,1,2.5,3.5,3,37,1,6,3,5.5
58,4,3,2,5,1,5,3,4,3,3,1,4,3,3,6,5,6,5,6,3,40,40,1,1,3.25,3,4.5,40,1,5,3,5.75
59,1,1,3,5,1,3,2,3,3,3,1,2,4,6,5,3,5,6,6,5,75,60,1,1,2.5,5,3,67.5,1,3,5,5.5
59,2,2,3,5,1,2,2,3,1,2,1,4,3,6,6,6,6,7,5,5,80,75,1,1,2.25,4.5,2.5,77.5,1,6,5,6
59,3,3,1,5,1,4,3,3,3,4,1,2,2,4,5,6,5,6,3,2,15,10,1,1,3,3,3.5,12.5,1,6,2,4.75
59,4,3,2,5,1,4,3,3,4,3,1,4,3,6,5,6,6,5,6,3,25,30,2,1,3.5,4.5,3.5,27.5,1,6,3,5.5
60,1,1,3,5,1,5,4,2,5,5,1,4,3,6,6,5,6,5,6,6,60,68,1,0,4.5,4.5,3.5,64,1,5,6,5.75
60,2,2,3,5,1,5,5,2,5,5,1,5,4,6,6,6,6,6,5,6,50,45,1,0,5,5,3.5,47.5,1,6,6,5.75
60,3,3,1,5,1,5,3,2,5,4,1,5,4,3,6,6,6,6,6,4,50,50,1,0,4.25,3.5,3.5,50,1,6,4,6
60,4,3,2,5,1,3,4,2,5,5,1,3,3,5,6,6,6,6,6,4,60,55,1,0,4.25,4,2.5,57.5,1,6,4,6
61,1,1,3,5,1,6,3,5,5,5,1,4,4,4,6,5,7,6,6,4,60,50,1,1,4.25,4,5.5,55,1,5,4,6.25
61,2,2,3,5,1,5,3,5,3,5,1,1,3,3,6,7,6,7,6,5,40,60,1,1,3,3,5,50,1,7,5,6.25
61,3,3,1,5,1,5,5,5,5,6,1,5,2,3,7,7,7,4,7,5,40,40,1,1,5.25,2.5,5,40,1,7,5,6.25
61,4,3,2,5,1,5,3,5,6,6,1,6,3,3,7,7,7,6,7,5,50,50,1,1,5.25,3,5,50,1,7,5,6.75
62,1,1,3,5,1,5,5,4,5,6,1,5,3,6,6,5,6,6,6,5,55,50,1,0,5.25,4.5,4.5,52.5,1,5,5,6
62,2,2,3,5,1,5,6,5,5,6,1,5,3,6,7,5,7,6,7,6,90,65,1,0,5.5,4.5,5,77.5,1,5,6,6.75
62,3,3,1,5,1,5,5,4,5,5,1,5,3,3,6,5,7,4,7,4,45,40,1,0,5,3,4.5,42.5,1,5,4,6
62,4,3,2,5,1,4,5,5,5,6,1,3,3,6,6,5,6,5,7,5,50,50,1,0,4.75,4.5,4.5,50,1,5,5,6
63,1,1,3,5,1,5,5,3,5,3,1,3,3,6,6,7,7,6,6,6,60,50,1,1,4,4.5,4,55,1,7,6,6.25
63,2,2,3,5,1,3,5,2,5,3,1,3,3,5,6,7,7,7,7,5,68,65,1,1,4,4,2.5,66.5,1,7,5,6.75
63,3,3,1,5,1,3,3,3,4,4,1,3,3,6,6,6,6,6,7,3,30,25,1,1,3.5,4.5,3,27.5,1,6,3,6.25
63,4,3,2,5,1,5,3,3,3,5,1,3,3,6,7,6,6,6,7,4,40,45,1,1,3.5,4.5,4,42.5,1,6,4,6.5
64,1,1,3,5,1,5,5,3,5,3,1,3,4,6,3,5,5,4,6,3,40,25,1,1,4,5,4,32.5,1,5,3,4.5
64,2,2,3,5,1,5,3,5,5,3,1,2,3,3,3,6,3,5,5,3,40,25,1,1,3.25,3,5,32.5,1,6,3,4
64,3,3,1,5,1,4,5,3,5,5,1,5,3,2,6,6,6,3,7,4,45,40,1,1,5,2.5,3.5,42.5,1,6,4,5.5
64,4,3,2,5,1,4,5,5,6,3,1,6,3,6,6,6,6,5,6,5,45,35,1,1,5,4.5,4.5,40,1,6,5,5.75
65,1,1,3,5,1,5,3,5,3,5,1,3,3,5,7,7,7,6,7,4,55,79,1,1,3.5,4,5,67,1,7,4,6.75
65,2,2,3,5,1,6,3,4,5,5,1,5,3,6,7,7,7,5,7,5,83,68,1,1,4.5,4.5,5,75.5,1,7,5,6.5
65,3,3,1,5,1,6,4,3,5,5,1,5,5,6,7,7,7,6,7,3,30,39,1,1,4.75,5.5,4.5,34.5,1,7,3,6.75
65,4,3,2,5,1,5,3,4,3,5,1,3,3,6,7,6,7,6,6,3,29,20,1,1,3.5,4.5,4.5,24.5,1,6,3,6.5
66,1,1,3,5,1,3,3,4,5,3,1,3,5,6,3,3,6,3,3,4,40,45,1,1,3.5,5.5,3.5,42.5,1,3,4,3.75
66,2,2,3,5,1,4,3,3,3,3,1,2,5,4,6,6,6,3,5,6,51,77,1,1,2.75,4.5,3.5,64,1,6,6,5
66,3,3,1,5,1,3,3,4,5,3,1,3,5,4,5,6,6,5,4,3,20,20,1,1,3.5,4.5,3.5,20,1,6,3,5
66,4,3,2,5,1,3,2,2,2,3,1,2,2,2,3,6,6,5,3,3,30,15,1,1,2.25,2,2.5,22.5,1,6,3,4.25
67,1,1,3,5,1,5,3,3,5,2,5,3,5,6,5,6,7,6,6,4,37,45,1,1,3.25,5.5,4,41,5,6,4,6
67,2,2,3,5,1,5,3,5,5,5,2,3,3,6,6,6,6,6,6,4,50,70,1,1,4,4.5,5,60,2,6,4,6
67,3,3,1,5,1,3,3,5,3,3,1,2,2,4,5,6,4,6,4,2,10,10,1,1,2.75,3,4,10,1,6,2,4.75
67,4,3,2,5,1,3,2,3,3,3,1,2,2,3,5,5,5,6,6,3,30,30,1,1,2.5,2.5,3,30,1,5,3,5.5
68,1,1,3,5,1,5,2,5,2,2,1,3,3,3,5,6,6,6,3,2,45,50,1,1,2.25,3,5,47.5,1,6,2,5
68,2,2,3,5,1,3,2,4,4,2,1,3,4,3,5,5,6,6,6,6,71,50,1,1,2.75,3.5,3.5,60.5,1,5,6,5.75
68,3,3,1,5,1,3,3,5,4,3,1,2,3,4,3,6,5,6,5,3,25,30,1,1,3,3.5,4,27.5,1,6,3,4.75
68,4,3,2,5,1,3,3,5,5,3,1,5,3,3,6,6,5,6,5,3,20,35,1,1,4,3,4,27.5,1,6,3,5.5
69,1,1,3,5,1,3,3,3,5,5,1,2,3,7,6,6,6,6,6,3,50,44,1,1,3.75,5,3,47,1,6,3,6
69,2,2,3,5,1,5,5,3,5,5,1,3,4,6,6,6,5,6,6,2,53,49,1,1,4.5,5,4,51,1,6,2,5.75
69,3,3,1,5,1,5,4,3,5,5,1,3,5,6,6,6,5,6,6,3,60,50,1,1,4.25,5.5,4,55,1,6,3,5.75
69,4,3,2,5,1,4,3,3,4,3,1,3,4,3,4,5,3,6,2,2,29,35,1,1,3.25,3.5,3.5,32,1,5,2,3.75
70,1,1,3,5,1,6,3,3,4,5,1,5,4,3,6,3,7,3,2,4,65,50,1,1,4.25,3.5,4.5,57.5,1,3,4,4.5
70,2,2,3,5,1,5,3,4,6,4,2,4,5,6,6,5,6,4,5,5,70,85,1,1,4.25,5.5,4.5,77.5,2,5,5,5.25
70,3,3,1,5,1,6,3,4,5,4,1,5,5,5,6,7,6,6,7,5,55,60,1,1,4.25,5,5,57.5,1,7,5,6.25
70,4,3,2,5,1,5,5,5,6,3,1,3,5,3,4,3,5,5,4,3,20,25,1,1,4.25,4,5,22.5,1,3,3,4.5
71,1,1,3,5,1,5,5,5,6,4,2,4,5,6,6,4,5,6,6,6,50,55,1,1,4.75,5.5,5,52.5,2,4,6,5.75
71,2,2,3,5,1,5,5,4,6,3,2,3,5,6,5,5,6,5,6,6,50,85,2,1,4.25,5.5,4.5,67.5,2,5,6,5.5
71,3,3,1,5,1,6,6,5,6,3,1,5,6,6,6,6,6,6,6,5,45,35,1,1,5,6,5.5,40,1,6,5,6
71,4,3,2,5,1,5,4,5,4,4,1,3,6,6,5,6,6,6,6,4,25,25,1,1,3.75,6,5,25,1,6,4,5.75
72,1,1,3,5,1,5,3,4,5,4,1,2,4,5,6,6,6,6,6,3,50,65,1,0,3.5,4.5,4.5,57.5,1,6,3,6
72,2,2,3,5,1,5,3,4,5,4,1,3,5,6,6,6,6,6,6,4,68,55,1,0,3.75,5.5,4.5,61.5,1,6,4,6
72,3,3,1,5,1,5,3,5,4,3,1,2,4,6,6,6,6,6,6,3,30,30,1,0,3,5,5,30,1,6,3,6
72,4,3,2,5,1,5,4,4,5,4,1,5,4,3,6,5,6,5,6,4,40,55,1,0,4.5,3.5,4.5,47.5,1,5,4,5.75
73,1,1,3,5,1,5,2,5,2,3,1,3,3,3,4,3,4,5,5,2,50,20,1,1,2.5,3,5,35,1,3,2,4.5
73,2,2,3,5,1,5,2,3,2,5,2,3,4,5,5,5,5,6,5,5,45,55,1,1,3,4.5,4,50,2,5,5,5.25
73,3,3,1,5,1,3,4,5,5,5,1,4,4,5,5,5,4,6,5,3,25,40,1,1,4.5,4.5,4,32.5,1,5,3,5
73,4,3,2,5,1,5,3,4,5,4,1,2,3,6,5,5,5,5,6,4,40,55,1,1,3.5,4.5,4.5,47.5,1,5,4,5.25
74,1,1,3,5,1,5,5,3,7,5,1,4,3,6,6,5,7,6,6,6,70,85,1,1,5.25,4.5,4,77.5,1,5,6,6.25
74,2,2,3,5,1,5,4,3,5,4,1,3,4,3,6,5,6,6,6,6,85,70,1,1,4,3.5,4,77.5,1,5,6,6
74,3,3,1,5,1,6,5,3,5,6,1,3,3,5,6,6,6,6,4,3,30,25,1,1,4.75,4,4.5,27.5,1,6,3,5.5
74,4,3,2,5,1,5,4,3,6,5,1,5,3,3,7,6,6,6,7,3,35,45,1,1,5,3,4,40,1,6,3,6.5
75,1,1,3,5,1,3,5,5,5,3,5,5,3,5,5,5,3,6,6,6,65,78,1,1,4.5,4,4,71.5,5,5,6,5
75,2,2,3,5,1,5,1,5,3,3,6,4,5,2,5,5,5,4,6,6,70,70,1,1,2.75,3.5,5,70,6,5,6,5
75,3,3,1,5,1,3,5,3,3,3,1,2,3,3,3,3,5,6,3,3,25,20,1,1,3.25,3,3,22.5,1,3,3,4.25
75,4,3,2,5,1,5,5,5,5,2,1,3,5,3,5,3,5,3,5,3,40,35,2,1,3.75,4,5,37.5,1,3,3,4.5
76,1,1,3,5,1,2,2,3,2,3,5,3,5,5,5,3,6,6,6,6,40,70,2,1,2.5,5,2.5,55,5,3,6,5.75
76,2,2,3,5,1,4,3,3,5,3,5,3,3,3,5,3,5,5,5,6,50,80,2,1,3.5,3,3.5,65,5,3,6,5
76,3,3,1,5,1,2,2,3,3,3,4,2,4,3,4,4,5,6,6,3,20,10,1,1,2.5,3.5,2.5,15,4,4,3,5.25
76,4,3,2,5,1,2,2,3,5,2,1,3,4,3,5,5,3,5,5,6,60,70,1,1,3,3.5,2.5,65,1,5,6,4.5
77,1,1,3,5,1,5,5,3,5,3,2,5,2,5,5,5,2,3,6,3,45,60,2,1,4.5,3.5,4,52.5,2,5,3,4
77,2,2,3,5,1,3,3,5,2,2,1,2,5,3,5,5,4,3,5,3,60,50,1,1,2.25,4,4,55,1,5,3,4.25
77,3,3,1,5,1,5,3,5,3,5,1,5,3,3,5,5,3,4,6,5,60,40,2,1,4,3,5,50,1,5,5,4.5
77,4,3,2,5,1,3,3,5,5,3,1,2,3,2,5,5,3,6,6,5,55,60,1,1,3.25,2.5,4,57.5,1,5,5,5
78,1,1,3,5,1,5,4,5,5,5,1,5,5,2,5,4,5,4,5,5,70,50,1,1,4.75,3.5,5,60,1,4,5,4.75
78,2,2,3,5,1,5,3,5,5,5,2,4,6,6,3,5,6,5,3,3,60,50,1,1,4.25,6,5,55,2,5,3,4.25
78,3,3,1,5,1,5,3,5,3,5,1,1,3,4,3,5,6,6,3,4,35,25,1,1,3,3.5,5,30,1,5,4,4.5
78,4,3,2,5,1,3,3,5,3,3,1,1,3,6,3,5,5,6,6,4,50,75,1,1,2.5,4.5,4,62.5,1,5,4,5
79,1,1,3,5,1,2,1,4,2,2,1,2,2,5,2,6,3,6,3,3,40,30,1,1,1.75,3.5,3,35,1,6,3,3.5
79,2,2,3,5,1,5,2,4,2,3,1,3,2,6,5,6,6,6,6,5,60,75,3,1,2.5,4,4.5,67.5,1,6,5,5.75
79,3,3,1,5,1,3,3,4,2,2,1,1,2,6,3,3,5,6,2,2,30,5,1,1,2,4,3.5,17.5,1,3,2,4
79,4,3,2,5,1,5,3,4,3,3,1,3,3,3,6,6,6,4,4,3,40,50,1,1,3,3,4.5,45,1,6,3,5
80,1,1,3,5,1,3,4,4,6,6,1,3,3,3,5,6,7,5,5,2,60,35,1,1,4.75,3,3.5,47.5,1,6,2,5.5
80,2,2,3,5,1,2,3,3,3,6,2,3,3,5,3,6,3,7,6,2,50,20,1,1,3.75,4,2.5,35,2,6,2,4.75
80,3,3,1,5,1,5,4,3,3,3,1,3,4,5,5,6,3,6,5,2,40,50,2,1,3.25,4.5,4,45,1,6,2,4.75
80,4,3,2,5,1,4,2,4,3,3,1,1,3,3,3,4,4,6,3,2,30,25,1,1,2.25,3,4,27.5,1,4,2,4
